Age,Gender,Country,state,self_employed,family_history,work_interfere,no_employees,remote_work,tech_company,benefits,care_options,wellness_program,seek_help,anonymity,leave,mental_health_consequence,phys_health_consequence,coworkers,supervisor,mental_health_interview,phys_health_interview,mental_vs_physical
25,1,45,28,0,0,0,5,0,1,2,2,2,2,0,0,1,1,1,2,0,0,0
11,0,45,28,0,0,3,5,0,1,2,2,2,2,0,0,1,1,1,1,1,1,2
19,0,45,2,0,0,3,5,0,1,2,1,0,0,2,2,1,1,2,2,1,1,2
14,1,45,15,0,0,2,1,0,1,2,1,1,0,0,0,1,1,1,2,1,0,0
16,0,45,41,0,1,1,1,1,0,2,2,2,2,2,2,2,1,1,2,1,1,2
25,0,45,2,0,0,2,5,0,1,2,2,0,2,0,2,1,1,1,2,1,1,2
14,1,7,45,0,1,1,4,0,1,2,0,1,0,0,0,0,1,1,1,0,0,2
18,2,45,10,0,1,2,2,0,1,2,1,1,1,0,2,0,1,1,2,1,1,0
14,1,45,11,0,0,4,2,0,1,1,0,1,1,0,0,1,1,1,1,1,1,0
13,1,45,31,0,0,4,2,1,1,0,1,1,0,0,0,1,1,1,2,1,1,0
15,1,45,36,0,0,3,1,0,1,2,1,2,2,0,0,0,1,1,2,1,0,0
13,1,7,45,0,0,1,4,1,0,0,0,1,0,0,1,2,0,0,0,1,0,0
23,1,45,31,0,0,2,1,0,1,2,1,0,2,0,0,1,1,1,2,1,1,0
24,1,45,41,1,0,0,0,0,1,1,2,1,1,0,2,0,1,1,2,1,1,2
14,1,45,2,0,1,3,5,0,1,2,1,1,0,0,0,2,1,0,0,1,1,1
15,1,45,2,0,1,4,5,0,1,0,0,0,0,0,4,1,1,2,2,0,0,2
18,1,45,40,0,0,4,4,0,0,0,1,1,0,0,0,0,0,1,1,1,1,0
17,1,45,28,0,0,4,1,0,0,0,1,1,0,0,0,0,1,0,0,1,0,0
13,1,45,38,0,0,0,5,0,0,2,2,2,2,2,4,1,1,1,2,0,0,2
10,0,45,28,0,1,1,5,0,1,2,2,2,2,2,2,0,1,0,1,1,1,2
17,1,25,28,0,0,4,2,0,1,1,2,1,1,0,2,0,0,1,1,1,1,0
29,1,45,35,0,1,2,1,1,1,2,2,0,2,2,2,1,1,1,2,0,0,2
17,1,45,2,0,0,3,5,0,1,2,0,1,0,0,0,2,1,1,1,1,0,1
20,1,45,31,0,0,0,3,0,1,2,1,0,2,2,2,1,1,1,2,0,0,2
12,0,45,2,0,1,3,5,0,1,2,2,1,2,2,0,0,1,1,0,1,0,0
13,1,45,2,0,0,2,4,0,1,2,0,0,1,0,0,0,1,0,0,1,1,0
13,1,45,2,0,0,4,5,0,1,0,1,0,0,0,0,0,1,0,0,1,0,0
18,0,45,3,0,0,0,5,0,1,2,2,2,2,2,2,0,0,0,1,1,1,0
13,1,45,2,0,1,3,5,0,1,0,1,0,2,0,0,1,1,2,2,1,1,2
18,1,45,29,1,0,0,0,1,1,1,2,1,1,0,0,0,1,1,1,1,0,0
21,1,17,45,1,1,2,0,0,0,1,0,1,1,0,1,2,2,0,0,0,1,2
12,1,45,41,0,0,4,2,0,1,2,1,2,2,2,4,1,1,1,1,1,0,2
13,1,7,45,0,1,3,5,0,1,2,2,1,0,0,0,2,0,1,0,1,1,1
19,1,45,29,0,0,4,1,0,0,0,0,1,1,2,2,0,1,0,0,1,2,1
33,1,21,45,1,0,1,0,0,1,1,0,1,1,0,3,1,1,0,0,1,1,0
17,1,35,45,0,0,4,4,1,0,1,2,1,1,0,0,0,0,1,1,0,0,1
34,1,45,41,0,0,0,2,0,1,2,1,2,0,0,4,1,1,1,1,0,0,0
18,1,44,45,0,0,3,2,0,1,0,0,1,0,0,0,2,0,0,0,1,0,0
17,0,45,2,1,0,3,5,0,1,2,1,0,1,0,4,0,0,1,1,1,1,0
12,1,45,15,0,0,4,5,0,1,2,2,0,0,2,0,2,1,0,0,1,0,0
17,1,45,41,0,0,4,2,0,1,2,2,2,2,2,4,1,1,1,2,1,0,2
23,1,45,18,0,0,4,2,0,0,0,1,1,0,0,0,1,1,2,2,1,1,1
21,0,45,41,0,1,3,2,1,1,1,2,1,1,0,3,2,0,1,1,1,0,1
15,1,45,2,0,0,3,5,0,1,0,1,0,0,0,4,2,1,0,0,1,0,1
24,1,45,8,0,0,4,5,0,1,0,1,0,0,0,0,0,1,1,1,1,1,0
21,1,44,45,0,0,2,0,1,1,0,0,1,1,0,0,2,0,0,0,1,0,1
13,0,45,41,0,1,3,2,0,1,2,2,1,1,2,0,1,1,1,2,1,1,0
11,1,45,0,0,1,3,1,0,0,0,0,1,1,0,0,1,1,2,2,0,2,0
41,1,45,2,0,1,0,5,0,1,0,0,2,2,0,0,1,1,0,2,1,1,0
10,1,45,2,0,0,3,5,0,1,0,0,0,0,0,0,0,1,1,0,1,0,0
13,2,45,2,0,1,3,5,0,1,2,2,0,0,0,0,0,1,1,1,1,1,2
17,1,3,45,0,0,1,4,0,0,0,0,1,1,0,0,0,1,2,2,0,0,0
15,1,45,15,0,0,3,5,0,1,2,2,2,2,2,0,1,1,0,0,1,2,2
18,1,44,45,0,0,0,4,0,1,1,0,1,0,0,4,1,1,1,2,1,0,2
14,1,45,2,0,1,1,5,0,1,2,1,0,2,0,0,0,1,1,0,1,1,0
13,0,41,45,0,1,3,4,0,1,2,2,2,1,0,2,1,1,1,2,1,1,1
19,1,45,2,0,0,3,3,0,0,1,2,1,0,2,0,1,1,1,0,1,1,1
21,1,45,11,0,1,3,2,0,1,0,1,1,1,0,0,0,1,1,1,1,1,0
22,1,45,41,0,1,3,5,0,1,2,2,0,2,2,0,0,0,0,0,1,1,0
22,1,45,41,0,0,3,1,1,1,1,0,1,1,0,2,2,2,1,1,1,0,0
17,1,45,11,1,0,4,0,1,1,1,2,1,1,2,4,1,1,2,2,0,0,2
21,0,45,41,0,0,4,4,0,1,1,0,1,1,0,1,0,1,1,1,1,1,0
22,1,17,45,1,1,2,2,1,1,1,0,1,0,0,1,1,1,2,2,1,0,2
14,1,45,30,1,1,2,1,1,0,1,0,1,0,1,0,0,1,1,2,1,2,1
20,1,45,18,0,1,2,5,0,0,2,2,2,2,2,0,1,1,1,2,1,2,2
51,1,45,29,0,0,1,4,1,1,2,2,1,1,0,0,0,1,1,0,1,1,1
16,1,45,7,0,1,3,5,0,1,0,1,1,0,0,1,0,0,0,0,1,1,1
23,1,45,2,0,1,4,5,0,1,2,0,2,2,2,4,1,1,1,2,1,1,0
24,1,45,45,0,1,1,1,0,1,1,2,1,1,2,4,1,1,1,1,1,1,0
9,1,45,11,0,1,2,1,0,1,2,0,1,0,2,0,1,1,2,2,0,0,0
9,1,44,45,0,0,3,4,0,0,0,1,1,1,1,4,2,1,1,0,1,0,1
10,0,45,41,0,0,4,5,0,1,2,0,2,2,2,2,1,1,0,1,1,1,2
29,1,45,41,0,1,1,5,0,1,2,0,2,2,0,1,0,1,2,1,1,0,1
42,1,45,32,0,1,2,5,0,1,2,2,2,2,2,4,1,1,2,2,1,1,2
20,0,45,41,0,0,3,2,0,1,2,2,2,2,2,2,0,1,1,2,1,0,2
9,0,45,2,0,1,2,2,0,1,0,1,0,1,0,2,2,1,1,0,1,2,0
33,1,45,15,0,0,0,2,1,1,2,2,0,0,0,0,0,1,0,1,1,0,0
15,0,45,41,0,0,2,5,0,1,2,2,1,1,2,0,2,0,0,0,1,1,1
13,0,45,41,0,1,3,2,1,1,0,0,1,1,0,0,0,1,1,2,1,1,2
22,0,45,28,0,1,2,5,0,0,2,2,2,2,2,3,0,0,1,1,1,1,2
14,0,45,2,0,1,0,5,0,1,2,2,1,2,2,0,0,1,0,0,1,1,0
29,1,7,45,0,0,0,3,0,1,2,1,1,0,0,2,1,1,1,1,1,1,0
15,1,45,2,0,0,2,5,0,1,2,0,2,2,2,0,1,1,1,2,1,0,2
19,1,45,11,0,1,3,2,1,1,2,0,1,1,0,0,1,1,2,2,1,1,0
13,1,17,45,0,1,1,2,1,1,1,0,1,1,2,2,1,1,2,2,1,2,1
14,1,45,27,0,0,3,4,0,1,0,0,1,1,0,0,2,2,1,0,1,1,1
15,0,45,3,0,1,2,5,1,1,2,2,1,0,0,0,0,0,0,2,1,1,0
30,1,29,45,0,0,0,3,0,1,0,1,1,1,0,0,1,1,1,2,0,0,0
17,2,45,2,1,1,3,0,1,1,2,2,1,1,0,3,2,1,1,0,1,0,1
13,0,45,2,0,0,3,4,0,1,0,1,1,1,0,1,2,1,1,0,1,0,0
21,0,41,45,0,1,2,5,0,1,2,2,1,2,2,0,0,1,1,0,1,2,0
52,2,47,45,1,1,1,0,0,1,1,2,1,1,1,3,2,2,0,0,2,1,1
28,0,45,32,0,1,2,5,0,0,2,0,0,0,0,2,0,0,0,0,1,1,0
19,1,45,34,0,0,0,5,0,1,0,0,1,0,0,2,2,1,1,0,1,1,0
14,1,7,45,0,1,1,2,1,1,0,0,0,0,0,4,1,1,2,2,1,1,2
12,0,45,37,0,1,4,3,0,0,1,0,1,1,1,3,2,0,0,0,1,0,1
17,1,45,37,0,0,0,5,0,0,2,1,1,0,0,0,0,1,1,1,1,1,0
36,1,44,45,0,0,4,2,0,1,0,0,1,1,0,0,0,0,0,0,1,1,1
23,1,44,45,0,0,3,4,0,1,1,0,1,1,0,3,0,0,1,2,1,0,1
20,0,45,0,0,0,0,1,0,1,0,1,1,1,0,0,0,1,0,1,1,0,0
17,1,7,45,0,0,3,1,0,1,0,1,0,0,2,2,0,1,1,1,1,0,2
14,1,45,31,0,1,1,4,0,1,2,2,1,1,0,1,0,1,1,2,1,1,1
16,1,45,25,0,1,3,2,0,1,2,2,1,1,0,0,0,1,1,0,1,0,1
11,1,45,2,0,0,4,5,0,1,0,0,1,0,0,0,1,1,1,2,1,0,1
23,1,45,2,0,1,3,1,0,1,2,2,1,1,0,3,0,0,1,1,1,0,1
17,1,17,45,0,1,3,2,0,1,0,0,1,1,0,4,0,1,1,1,0,0,0
14,1,45,2,0,1,4,4,0,1,2,2,1,2,2,4,1,1,1,2,0,0,1
21,1,45,24,0,1,0,2,1,1,2,2,2,2,0,0,2,0,2,1,1,1,2
21,1,45,2,0,0,4,5,1,1,0,0,0,0,0,0,2,1,1,0,1,0,2
10,1,5,45,1,0,0,4,1,1,0,0,1,1,0,2,1,1,2,2,0,1,0
18,0,40,45,0,1,4,3,0,1,1,0,1,1,0,0,2,0,0,0,1,1,0
21,1,45,29,0,1,1,5,1,1,2,2,1,1,0,2,2,1,0,0,1,1,1
19,0,45,29,0,1,2,5,0,0,0,1,1,0,0,3,2,0,0,0,1,0,1
9,1,45,15,0,1,0,5,0,1,0,1,0,0,0,0,1,1,1,1,1,0,0
19,2,44,45,0,1,3,5,0,1,0,0,1,1,0,0,2,0,0,0,1,2,2
14,0,45,30,0,0,3,1,1,1,0,1,0,0,0,1,1,1,1,1,1,1,2
18,1,45,2,0,1,1,4,0,1,0,0,1,0,0,2,0,1,1,2,1,1,0
18,2,17,45,0,1,3,1,0,1,0,1,1,1,0,1,1,1,2,2,0,0,1
11,1,20,45,0,0,4,4,0,1,1,0,1,1,0,0,1,1,1,2,0,0,1
22,1,14,45,0,0,0,4,0,1,1,0,1,1,0,2,1,1,2,2,1,0,0
42,1,45,9,0,1,3,0,1,1,1,2,1,0,0,0,2,0,0,0,1,1,1
16,1,17,45,0,1,2,0,1,1,2,0,1,1,2,4,1,1,2,2,1,1,2
14,1,46,45,0,0,4,2,1,1,0,0,0,1,0,0,1,1,1,0,1,2,0
16,1,29,45,0,1,3,4,1,1,2,2,2,1,0,4,1,1,2,2,2,2,2
20,1,44,45,0,1,3,4,0,1,1,0,1,0,0,2,1,1,1,2,1,1,0
16,0,45,28,0,0,2,5,0,0,2,2,1,0,0,0,0,1,0,0,1,1,0
9,1,45,2,0,0,3,4,0,0,0,1,1,2,2,0,1,1,1,1,0,0,2
12,1,45,37,0,1,3,1,0,1,1,2,1,1,0,1,2,1,1,1,1,0,1
14,0,45,16,0,0,4,5,0,0,2,1,2,0,0,0,0,1,1,0,1,1,0
11,1,45,11,0,0,4,5,0,0,2,0,1,1,0,0,1,1,2,0,1,2,0
12,0,45,31,0,0,4,5,0,1,2,2,2,2,2,2,1,1,1,1,2,2,2
16,1,7,45,1,0,0,1,1,1,0,0,1,1,0,2,0,1,1,2,1,1,2
12,0,45,28,0,1,2,4,0,1,1,0,1,1,0,4,2,1,0,1,1,2,2
21,1,45,21,1,0,1,0,1,1,1,0,1,1,2,2,2,0,1,1,2,2,0
22,1,45,25,0,0,3,2,0,1,0,0,1,1,0,0,0,1,2,2,1,0,0
15,0,45,2,0,0,3,2,0,1,0,1,1,1,0,1,0,0,1,1,1,1,0
16,1,45,36,0,0,0,4,0,1,0,0,1,0,0,0,1,1,1,2,1,1,0
14,1,45,41,0,0,4,5,0,1,0,1,0,0,0,0,1,1,1,2,1,1,0
8,1,0,45,0,0,4,1,1,1,0,1,0,0,2,4,1,1,1,2,1,1,0
11,0,45,15,0,0,3,2,0,1,2,2,1,0,0,0,0,1,1,0,1,0,0
17,1,45,32,0,1,2,0,1,1,2,2,2,2,2,2,1,1,2,2,0,0,2
14,1,44,45,0,1,3,4,0,1,1,0,1,1,0,0,0,0,0,0,1,0,1
24,1,45,13,0,0,2,5,1,1,2,0,2,0,0,2,0,1,0,0,1,1,0
29,1,45,32,0,0,3,5,0,1,2,2,2,2,2,0,0,1,1,2,0,2,2
21,0,45,15,0,0,4,1,1,1,2,0,0,1,0,0,1,1,1,2,1,1,2
11,1,7,45,0,1,3,4,0,1,2,2,1,1,2,4,1,1,2,2,1,1,2
27,1,45,2,0,1,1,5,0,1,2,0,1,0,0,0,2,1,1,1,1,0,1
22,1,45,40,0,1,4,5,0,1,2,1,0,0,0,0,0,1,1,1,1,0,0
14,0,45,2,0,0,3,1,0,1,2,2,1,1,0,1,2,0,1,1,1,1,1
12,1,45,1,0,0,2,2,0,1,2,2,2,1,0,0,1,1,1,2,1,1,0
25,1,7,45,0,1,2,5,0,0,2,2,2,2,0,0,0,0,1,1,1,1,0
31,1,45,15,1,1,1,4,1,1,2,2,1,1,2,4,1,1,2,2,0,0,2
28,2,45,39,0,1,0,5,0,1,2,2,2,0,2,0,2,0,0,1,1,0,2
18,1,45,41,0,1,1,5,0,1,2,2,2,1,0,3,2,1,1,0,1,1,1
22,1,45,2,0,0,3,4,0,1,0,1,1,1,0,0,2,2,1,0,1,1,0
15,1,45,31,0,1,3,1,0,1,0,1,1,0,0,0,2,1,0,0,1,2,0
24,1,45,18,0,0,3,5,0,1,0,0,1,1,2,2,1,1,2,2,0,2,0
15,1,5,45,0,0,2,4,0,1,1,2,1,1,0,2,0,1,1,1,1,0,1
23,1,28,45,0,1,0,1,0,1,2,0,1,1,2,0,2,1,0,0,1,0,0
20,1,44,45,0,0,0,4,0,1,1,0,1,1,0,0,0,1,1,0,1,2,2
25,1,45,31,0,0,4,3,0,1,2,0,1,1,0,0,0,0,1,1,1,1,0
17,1,44,45,0,0,4,2,0,1,0,0,0,0,0,0,1,1,1,2,0,0,2
21,0,45,2,0,0,0,3,0,1,2,1,2,2,0,4,0,1,1,2,1,1,2
16,1,45,38,0,0,3,4,1,1,1,2,1,1,0,2,2,0,1,0,1,1,0
14,0,45,2,0,1,0,2,0,1,0,1,1,1,0,1,0,0,1,0,1,0,1
15,1,45,37,0,1,3,4,1,1,0,0,2,0,0,2,2,1,1,2,1,0,2
26,1,44,45,1,0,3,2,1,1,1,0,1,1,2,2,0,0,1,2,1,0,2
44,1,45,2,0,1,2,5,0,1,2,2,1,1,0,0,0,1,1,2,1,0,1
16,1,44,45,0,0,3,5,0,1,1,0,1,1,1,3,2,0,0,1,1,0,1
14,1,15,45,0,0,0,4,0,1,1,2,1,1,0,0,0,1,2,2,0,0,1
30,0,28,45,0,0,2,1,1,1,2,2,1,1,2,0,2,1,1,0,1,0,0
19,1,45,31,0,0,3,1,1,1,2,2,2,2,2,4,1,1,1,2,1,1,2
45,1,45,2,0,0,2,5,0,1,2,2,2,2,2,2,0,1,1,2,1,2,2
17,1,45,29,0,0,3,4,0,1,0,0,1,1,0,3,2,1,0,0,1,0,1
27,0,44,45,0,0,3,5,0,1,2,2,1,2,0,0,2,1,1,1,1,0,1
22,1,45,29,0,0,3,4,1,1,0,0,1,1,0,3,0,1,1,2,1,0,0
44,1,45,2,0,0,3,5,0,1,2,1,2,2,0,0,0,0,0,0,1,0,0
15,1,17,45,0,1,3,4,0,1,1,1,1,1,0,1,2,0,1,0,1,1,1
11,1,17,45,1,1,1,2,1,1,0,0,0,0,0,0,1,0,2,2,0,2,0
6,1,14,45,0,0,4,3,1,0,0,0,1,0,0,4,2,1,0,0,1,0,0
18,0,45,28,0,0,4,1,0,1,0,1,1,1,0,0,0,1,1,2,1,0,0
11,1,45,39,0,0,0,2,0,0,0,1,0,0,0,0,1,1,2,2,0,2,2
31,1,45,2,0,0,3,5,0,1,2,2,2,2,2,2,2,0,0,0,1,2,0
6,0,44,45,0,1,3,0,1,1,0,1,0,0,0,0,0,0,1,1,0,0,0
17,1,45,10,0,0,2,4,0,1,2,2,1,1,0,0,0,1,1,0,1,0,0
36,1,45,37,0,0,0,4,0,1,0,0,1,0,0,0,0,1,0,0,1,0,0
31,1,17,45,0,0,3,2,0,0,1,2,0,1,0,2,0,1,1,1,1,2,1
16,0,45,28,0,1,3,2,0,1,0,1,1,1,0,0,2,0,1,0,1,0,0
18,1,45,2,1,1,1,0,1,1,1,2,1,1,2,4,1,1,2,2,1,1,2
14,1,22,16,0,0,3,4,0,1,1,0,1,1,2,4,0,1,1,2,1,0,2
21,1,23,45,0,0,0,4,0,0,1,0,1,1,0,0,0,0,1,1,1,1,1
19,1,45,2,0,0,4,5,0,1,2,1,0,0,2,0,1,1,0,1,1,1,2
18,1,45,32,0,0,2,1,0,0,0,1,1,1,0,0,1,1,1,1,1,1,0
15,1,22,45,0,0,4,2,0,1,1,0,1,1,0,1,2,1,1,0,1,0,1
12,0,45,2,1,1,3,0,1,1,1,0,0,0,0,0,1,1,1,1,1,1,0
13,1,45,41,0,0,4,2,0,1,0,1,0,0,0,0,0,1,1,0,1,1,0
11,0,45,28,0,1,1,5,0,1,2,1,0,1,0,0,0,1,1,1,1,1,2
24,1,45,37,0,0,3,5,0,0,2,1,1,1,0,1,2,0,1,0,1,1,1
13,0,45,2,1,1,1,0,1,1,0,1,1,1,2,1,2,1,1,0,1,0,1
41,1,44,45,0,0,3,5,1,0,1,2,2,2,2,4,1,1,2,2,0,0,1
22,1,28,45,0,0,2,4,0,1,0,1,0,0,0,2,1,1,1,1,1,0,2
26,0,45,1,0,0,4,2,0,1,2,2,1,1,2,0,0,0,0,0,1,1,1
28,1,21,45,1,1,4,5,0,1,1,0,1,1,1,0,2,0,1,0,1,0,1
20,1,44,45,0,0,4,2,0,1,1,1,1,0,0,0,1,1,0,1,1,0,0
13,1,17,45,0,0,0,5,0,0,0,1,0,2,0,0,1,1,2,2,1,2,0
23,0,45,29,0,0,3,1,0,1,1,2,1,1,0,0,2,0,0,0,1,0,1
34,1,45,2,0,0,3,5,0,1,2,2,2,2,0,0,0,1,1,0,1,1,2
30,1,45,12,0,0,0,1,0,0,2,0,2,1,0,3,0,1,2,2,0,2,1
20,1,44,45,0,1,3,4,1,1,2,0,1,1,0,0,1,1,2,2,0,0,2
35,1,45,2,0,1,3,5,0,1,2,2,2,2,0,4,1,1,1,2,1,2,2
10,1,45,2,0,0,4,5,0,1,2,1,2,0,2,0,1,1,1,2,1,0,2
21,0,45,28,0,0,3,3,1,1,2,2,2,2,0,4,1,1,1,1,1,1,0
13,0,45,41,0,0,3,4,0,1,1,0,1,1,1,2,0,1,1,0,1,1,2
17,1,45,2,0,0,4,5,0,1,0,1,1,0,0,0,0,1,0,0,1,0,0
27,1,45,41,0,0,0,2,0,1,2,2,2,2,2,4,1,1,2,2,1,1,2
26,1,45,39,0,1,3,5,0,1,2,1,2,2,2,0,2,1,0,0,1,1,1
31,1,45,22,0,0,4,4,1,1,0,0,1,0,0,0,0,1,1,0,1,1,0
34,1,45,29,0,0,2,3,1,1,2,1,2,2,2,0,1,1,1,2,1,0,2
26,0,45,32,0,1,3,5,0,0,2,2,2,2,2,4,0,1,2,2,1,1,1
21,1,17,45,0,0,3,4,0,1,2,2,1,1,2,4,2,2,1,1,1,0,1
22,1,44,45,0,1,1,2,0,1,1,2,1,1,2,4,0,0,2,2,1,1,1
48,1,45,2,0,0,0,5,0,1,2,2,0,2,0,0,0,1,1,2,0,0,2
11,0,45,37,0,0,4,5,0,0,0,1,0,0,2,0,0,0,1,1,1,1,0
23,1,45,1,0,0,4,5,0,0,1,0,1,1,0,0,0,0,0,0,1,1,1
13,1,4,45,0,1,2,2,1,1,0,1,0,0,0,0,0,2,0,0,1,1,0
24,1,45,10,1,1,3,0,1,1,0,2,0,1,2,1,0,1,1,2,1,2,2
29,0,45,45,0,1,2,3,1,1,2,2,2,2,2,4,0,0,1,1,1,1,2
12,1,1,45,1,0,3,0,0,1,2,2,0,0,2,2,1,1,1,1,0,0,2
39,1,29,45,0,0,3,2,1,1,1,2,2,1,1,1,2,2,0,0,1,1,0
17,1,45,22,0,0,3,4,0,1,2,2,1,2,2,4,1,1,0,1,1,1,2
19,0,7,45,1,1,3,1,1,1,0,1,0,0,0,0,0,0,1,2,1,1,2
15,1,44,45,0,0,4,4,0,1,1,0,1,1,0,0,1,1,1,2,1,2,0
19,1,0,45,0,0,2,1,0,1,2,2,2,2,0,2,1,1,2,2,2,2,1
15,0,19,45,1,1,3,0,1,1,1,0,1,1,1,3,2,0,0,0,1,0,1
11,1,41,45,0,0,2,4,0,1,0,0,1,0,0,4,1,1,1,2,0,0,2
9,1,7,45,0,0,0,2,0,1,0,1,0,1,0,0,2,0,0,0,1,0,0
15,0,0,45,0,1,3,4,0,1,1,2,1,1,1,1,2,1,1,1,1,1,1
27,1,45,42,0,1,1,2,1,1,2,2,2,2,0,2,2,1,1,2,1,1,1
14,1,45,2,0,1,0,5,0,1,0,0,1,0,0,0,0,1,0,0,1,1,1
15,1,44,45,0,0,0,4,0,1,0,0,1,1,0,0,0,0,1,1,1,1,0
10,0,45,2,0,1,3,3,0,1,2,2,1,0,0,0,1,1,1,1,1,1,1
14,0,45,19,0,1,1,1,0,0,0,0,1,1,0,1,0,1,0,0,1,0,1
19,0,45,32,0,1,2,1,0,1,2,2,1,1,2,2,1,1,2,2,1,1,2
20,1,44,45,0,0,0,4,0,1,0,0,1,1,0,0,1,1,2,2,2,2,2
16,0,45,2,0,1,1,1,1,1,2,0,1,0,0,0,2,2,1,1,1,1,1
16,2,44,45,0,1,2,1,0,1,1,1,1,1,2,1,2,2,1,1,2,1,1
11,0,44,45,0,0,4,4,0,1,0,1,1,1,0,4,0,1,0,1,1,2,2
18,1,44,45,0,0,0,2,1,1,0,1,0,0,0,4,1,1,2,2,0,0,2
24,1,45,2,0,1,3,5,0,1,2,0,1,2,0,1,2,1,1,2,1,2,1
9,1,45,2,0,1,4,5,0,1,2,2,2,2,2,0,1,1,1,2,1,0,2
18,1,17,45,0,0,1,2,0,1,1,0,0,1,0,2,0,1,1,1,0,2,0
13,0,45,2,0,1,4,3,0,0,0,1,1,1,0,0,0,1,1,1,1,0,0
20,1,29,45,0,0,3,4,0,1,1,0,1,1,0,4,1,1,1,2,0,2,0
17,0,7,45,0,0,3,0,0,1,1,0,1,1,0,0,0,1,1,1,1,1,2
9,2,44,45,0,0,3,2,0,1,1,2,2,1,2,2,0,1,1,1,1,1,2
15,0,29,45,0,1,2,1,1,1,1,0,1,1,0,2,0,0,1,1,1,2,0
20,0,7,45,0,0,1,5,0,0,0,1,0,0,0,0,0,1,1,1,1,1,0
22,1,0,45,0,0,3,5,0,1,2,2,2,2,2,4,1,1,1,2,1,0,2
21,1,45,28,0,0,4,2,0,1,0,0,0,0,0,0,2,1,1,0,1,0,0
10,1,28,45,0,1,3,4,1,1,1,1,1,0,0,2,1,1,1,2,0,2,2
12,1,45,2,0,0,4,5,0,1,0,1,0,0,0,0,0,0,1,1,1,1,2
49,1,45,6,1,0,4,4,1,0,1,0,1,1,0,4,0,1,1,0,1,1,2
15,1,45,31,0,1,3,1,1,1,0,0,1,0,0,0,1,1,1,0,1,1,2
21,1,0,45,0,0,0,5,0,1,0,1,0,0,2,4,1,1,1,2,0,2,2
24,1,45,3,0,0,2,2,0,1,0,1,1,0,0,0,1,1,1,1,1,1,0
28,1,7,45,0,0,0,2,0,1,1,0,1,1,0,1,1,1,1,1,1,1,1
16,1,45,7,0,0,3,5,0,1,2,2,1,1,2,1,0,1,1,0,1,0,1
27,1,45,31,0,0,3,3,0,1,2,1,2,0,2,0,2,0,2,2,1,0,0
20,1,45,2,0,0,3,5,0,1,2,0,1,2,0,2,1,1,2,1,0,2,0
19,1,45,2,0,1,3,5,0,1,2,1,0,0,0,2,0,1,0,1,1,2,1
26,1,45,32,0,1,3,1,0,1,0,0,1,1,0,0,0,0,1,0,1,1,0
11,1,45,2,0,1,2,0,0,1,1,2,1,1,0,0,0,1,1,2,1,1,2
30,1,45,2,0,0,1,5,0,1,2,2,2,2,2,2,0,0,2,2,0,0,0
15,0,45,28,0,0,3,3,0,1,0,1,0,2,0,0,1,1,1,2,1,1,2
14,0,45,15,0,1,3,2,0,1,2,2,1,1,2,1,1,1,2,2,1,1,1
38,1,45,45,0,0,0,2,1,1,1,2,1,1,0,0,1,1,0,0,1,0,1
25,1,45,32,0,1,0,2,0,1,0,0,1,0,0,2,1,1,2,2,1,1,2
11,1,45,33,0,0,4,2,0,1,0,0,0,1,0,0,1,1,2,2,1,0,0
21,1,45,18,0,1,3,4,1,1,0,1,1,1,2,4,1,1,1,2,1,1,2
17,1,7,45,1,0,0,2,1,1,2,2,1,1,2,3,2,1,1,0,1,2,1
22,1,45,10,0,1,3,2,1,0,2,0,1,1,0,0,0,1,1,1,1,0,0
29,1,45,2,0,1,1,5,0,1,2,0,1,1,0,0,0,0,1,1,1,1,0
38,1,45,31,0,1,4,1,1,1,0,0,1,0,0,0,1,1,1,2,0,0,0
17,1,7,45,0,0,0,5,0,0,2,1,2,2,2,1,0,1,1,0,1,0,0
23,1,45,11,0,0,0,4,0,1,1,2,1,1,2,4,1,1,1,2,0,0,2
15,1,37,45,0,0,3,0,1,1,1,0,1,1,2,0,2,1,1,2,1,1,1
28,0,45,15,0,0,0,2,0,0,0,1,1,1,0,2,0,0,2,2,0,0,0
15,1,0,45,0,0,1,1,1,1,1,0,1,1,0,0,0,1,1,0,1,0,1
17,0,45,18,0,0,0,2,0,1,2,2,2,1,2,0,0,1,1,1,1,0,0
19,1,45,29,0,1,3,4,0,1,1,0,1,1,0,2,0,1,2,2,1,0,0
31,1,45,29,0,0,3,4,0,1,1,2,1,1,0,2,1,1,2,2,1,0,0
22,1,45,24,0,1,3,2,1,1,2,2,1,1,0,0,0,1,1,1,1,2,0
17,1,45,29,0,1,3,2,0,1,0,0,1,1,1,1,2,1,1,1,1,0,0
7,1,7,45,0,1,3,0,0,1,1,0,1,1,0,0,0,0,1,0,1,0,0
29,1,45,36,0,1,3,5,0,1,2,1,2,2,0,0,0,1,1,1,1,1,1
17,1,45,31,0,1,0,1,0,1,2,2,2,2,0,0,1,1,1,2,1,0,2
11,1,45,32,0,0,2,1,0,1,2,1,0,0,0,0,1,1,1,1,1,1,2
12,0,45,45,0,1,3,1,0,1,2,1,1,1,0,1,2,0,0,0,1,1,1
19,1,45,28,0,0,4,2,1,1,0,0,1,0,0,0,2,1,0,0,1,0,0
31,1,45,41,0,0,4,3,1,1,0,1,0,0,0,0,1,1,2,2,1,1,2
19,1,45,28,0,1,2,1,0,1,1,0,1,0,0,1,2,2,1,0,1,1,1
